"id","entrega","status_anterior","status_20260912","nivel_de_evidencia","observacao_20260912","evidencia_documental_anterior"
"UX79","Isolamento e compartilhamento","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","101 pgTAP passam localmente. Há 14 migrations versionadas; dry-run remoto retorna 403 e check Supabase Preview falha por versões remotas ausentes localmente. Ledger/pg_catalog remotos não reconciliados (A04).","Isolamento RPC/Storage testado; analytics, revogação e ciclo de rascunho têm lacunas. DATA/F03/F04/F11."
"UX80","Dados e preferências","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","101 pgTAP passam localmente. Há 14 migrations versionadas; dry-run remoto retorna 403 e check Supabase Preview falha por versões remotas ausentes localmente. Ledger/pg_catalog remotos não reconciliados (A04).","Aviso e retenção parcial existem; autosserviço de direitos/preferências e descarte de links não completos. DATA/F06/F11."
"UX81","Online/PDF/revista distintos","I","I","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Biblioteca e capas online implementadas no escopo de código. Dez entradas online; não equivalem a PDF/revista governados. A abertura direta da biblioteca está bloqueada pelo defeito A01.","Modelo distingue formatos e entradas atuais são corretamente online; isso não entrega biblioteca PDF. LIB."
"UX82","Capas com produtos reais","I","I","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Biblioteca e capas online implementadas no escopo de código. Dez entradas online; não equivalem a PDF/revista governados. A abertura direta da biblioteca está bloqueada pelo defeito A01.","Prévia por consulta pública, carregamento/fallback implementados. LIB."
"UX83","Coleções por campanha","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Finder corrigido no recorte onboarding, mas ideaLandings e catalogLibrary ainda impõem perfil=kits. Falta conjunto de relevância comercial julgado e revisão de coerência (A06).","Dez coleções editoriais online; resultados ainda genéricos e governança de curadoria incompleta. LIB/CUR/F09."
"UX84","Governar publicações/downloads","N","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Todas as dez entradas são online. Publicação, revisão, download e manutenção governados de PDF/revista não implementados (A08).","Não há fluxo completo de PDFs/revistas com publicação, edição, revisão e download governado. LIB."
"UX85","Oportunidades futuras","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Agenda calcula datas por ano e privilegia planejamento futuro. DATE."
"UX86","Proximidade e viabilidade","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Janelas de planejamento existem; não equivalem a viabilidade operacional confirmada. DATE/DOC."
"UX87","Agenda móvel","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Modos de consulta/filtros e layout móvel implementados. DATE/QA."
"UX88","Favoritos no planejamento","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Favoritos locais existem; sincronização e validação de recorrência/undo no ciclo anual incompletas. DATE/F11."
"UX89","Exportação de calendário","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","ICS tem cálculo/escape/UID e testes; importação em calendários reais não comprovada. DATE/QA."
"UX90","Ocasião→coleção→briefing","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Contexto trafega por URLs/seleção e pode ser revisado. DATE/CUR/QUOTE."
"UX91","Compradores reais","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Não há relatório de sessões reais; persona simulada e auditoria técnica não substituem participantes. DOC."
"UX92","Funil com minimização","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Redação de caminhos sensíveis/allowlist tem testes; destino real dos eventos, deduplicação, consentimento e métricas operacionais não integralmente comprovados (A09).","Allowlist presente; pathname sensível não redigido, chegada/deduplicação de métricas não comprovadas. METRIC/F04."
"UX93","Orçamento de desempenho","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","CI de 561a548 aprovou build e orçamento de assets. Não há aceite atual de CWV de campo por dispositivo; status 200 não garante carregamento da aplicação (A01/A09).","Gate de assets passa; faltam CWV de campo por dispositivo e comparação de jornada real. METRIC/QA."
"UX94","Acessibilidade manual","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Automação/axe e teclado em templates locais são evidência parcial. Falta auditoria integral manual com leitor de tela, zoom e dispositivos físicos (A09).","Automação e padrões presentes; leitores de tela/reflow completo/interações novas ainda não certificados. QA/F01–F03."
"UX95","Dispositivos/navegadores reais","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","CI do HEAD: Chromium 64 aprovados/4 excluídos; Firefox+WebKit 58 aprovados/10 excluídos. Não representam 122 fluxos únicos nem dispositivos físicos.","Projetos Chromium/Firefox/WebKit existem; emulação não substitui Safari/iOS e Android físicos. QA."
"UX96","Movimento intencional","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Fold/Glitch pontuais e redução de movimento implementados. HOME/QA."
"UX97","SEO técnico","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Titles/canonical e noindex privado evoluíram. Produção entrega HTML de login da Vercel em rotas públicas/privadas, sem root React; 404 editorial correto não encerra SEO/experiência (A01).","Produto/sitemap evoluídos; HTML inicial e HTTP de outras rotas incompletos. SEO/F05."
"UX98","Dados seguros/reversíveis","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","101 pgTAP passam localmente. Há 14 migrations versionadas; dry-run remoto retorna 403 e check Supabase Preview falha por versões remotas ausentes localmente. Ledger/pg_catalog remotos não reconciliados (A04).","Guardas e testes bons; retenção nova, prova de recuperação e integração remota ainda incompletas. DATA/F06."
"UX99","Matriz ponta a ponta/resiliência","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","R01–R04 anteriores corrigidos no recorte verificado; 161 testes passam. Reproduzidos novos defeitos A01 (shell em produção), A02 (digitação na ficha) e A03 (variantes ausentes). Falta gate real da hospedagem.","E2E não força flag persistente no comando de build; novos cenários revelaram falhas não cobertas. QA/F01–F12."
"UX100","Publicar e reavaliar","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","HEAD local=main remoto=561a5488 em 12/09. Quatro checks GitHub aprovados e Supabase Preview falhou. Alias público tem regressão A01; publicação não pode receber aceite global.","Deploy Ready/CI principal verde; Supabase Preview falha e não há ciclo completo de métricas/aceite. QA/DOC."
"LK01","Linha de base real","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Inventário e confronto atual registrados; evidências remotas separadas. DOC/QA."
"LK02","Tarefas com compradores","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Falta recrutamento e sessões documentadas. UX20/91."
"LK03","Acervo autorizado","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Registro de direitos/fontes/responsáveis para prova social não encontrado. DOC."
"LK04","Contratos visuais/marca","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Tokens, frases e badge único protegidos em implementação/testes. HOME/PROD."
"LK05","Protótipo antes do desenvolvimento","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Interface implementada não comprova prototipação e aceite prévios com público. DOC/NAV."
"LK06","Hero fotográfico próprio","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Asset editorial e CTAs presentes; não confundir imagem ilustrativa com prova de operação real. HOME/DOC."
"LK07","Hero móvel","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Texto HTML, composição responsiva e dimensões implementados. HOME/QA."
"LK08","Manifesto protegido","I","I","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Frases da marca permanecem na home/elementos editoriais, inclusive texto repartido em elementos JSX. Não confundir busca literal simples com ausência na interface.","Quatro frases presentes com cobertura textual. HOME/QA."
"LK09","Reduzir repetição da home","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Melhorias estruturais existem; auditoria de compreensão/seções redundantes não encerrada. HOME."
"LK10","Categorias fotográficas","N","N","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Cards principais continuam dominados por ícones. HOME."
"LK11","Cabeçalho por tarefas","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Navegação por destino/tarefa implementada. NAV."
"LK12","Menu visual de categorias","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Agrupamentos/menu acessível existem; proposta fotográfica e sua validação não completas. NAV/CAT."
"LK13","Navegação móvel","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Busca, filtros e seleção acessíveis no fluxo móvel automatizado. NAV/QA."
"LK14","Coleções por campanha","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Finder corrigido no recorte onboarding, mas ideaLandings e catalogLibrary ainda impõem perfil=kits. Falta conjunto de relevância comercial julgado e revisão de coerência (A06).","Atalhos/editoriais existem; intenção nem sempre produz seleção distinta. CUR/F09."
"LK15","Editorial com revisão/validade","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Conteúdo cadastrado em código; rotina com responsável e expiração editorial não encontrada. LIB/CUR."
"LK16","Imagens e fallback","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Dimensões, carregamento e fallback implementados em catálogo/produto. PROD/LIB."
"LK17","Curadoria real","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Usa produtos reais e flags; critérios de escolha/revisão/diversidade não comprovados. CUR/F09."
"LK18","Um badge por card","I","I","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Regra de badge único preservada com testes de navegadores; não implica composição de kits implementada.","Novidade/kit/personalização têm precedência única testada. PROD."
"LK19","Informações no card","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Mínimo, cores, resumo e ausência de mínimo conhecidos têm apresentação própria. PROD."
"LK20","Busca aprofundada","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Finder corrigido no recorte onboarding, mas ideaLandings e catalogLibrary ainda impõem perfil=kits. Falta conjunto de relevância comercial julgado e revisão de coerência (A06).","Sinônimos e testes existem; falta matriz de relevância real revisada pelo comercial. CAT/F09."
"LK21","Galeria","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Miniaturas, variante, zoom e fallback implementados. PROD/QA."
"LK22","Técnica/personalização","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Ficha e FAQ existem; exemplos/técnicas confirmados por família não completos. PROD/UX47."
"LK23","Mínimo/múltiplo/estimativa","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Drawer recebeu edição por rascunho/blur. Ficha ProductPage.tsx:201 continua normalizando a cada tecla; mínimo 50 + apagar/digitar 250 resultou 50250 em Chromium local (A02).","Mínimo tratado; edição natural e múltiplos comprovados precisam contrato/validação adicionais. PROD/F10."
"LK24","Comparar três produtos","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Comparação enxuta e persistente em sessão implementada. PROD/QA."
"LK25","Relacionados/compartilhar produto","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Funções existem; diversidade por intenção e cancelamento/nativo em toda a matriz não comprovados. PROD/QA."
"LK26","SKU kit versus composição","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Identificação de SKU kit e seleção com variantes/grupos existem; composição versionada de kits montados não existe (A08).","Kit SKU identificado; modelo completo de conjunto montado ainda não existe. PROD/CART."
"LK27","Modelos de composição","N","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Não encontrados templates substituíveis, configurador nem aritmética kits × unidades por componente (A08).","Coleções de kits não são templates substituíveis de componentes reais. CUR/PROD."
"LK28","Escolher/substituir componentes","N","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Não encontrados templates substituíveis, configurador nem aritmética kits × unidades por componente (A08).","Configurador de composição não encontrado. PROD/CART."
"LK29","Aritmética dos conjuntos","N","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Não encontrados templates substituíveis, configurador nem aritmética kits × unidades por componente (A08).","Não há modelo kits × unidades de componentes com validação dedicada. QUOTE."
"LK30","Composição no briefing","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Identificação de SKU kit e seleção com variantes/grupos existem; composição versionada de kits montados não existe (A08).","Variantes/grupos decisórios persistem, mas não representam composição versionada de kits. CART/QUOTE/F12."
"LK31","Prova social autorizada","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Falta acervo com comprovação/permissão de uso. DOC."
"LK32","Três cases reais","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Não encontrei três estudos verificáveis publicados. HOME/DOC."
"LK33","Personalização em detalhe","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Depende de fotos correspondentes base/simulação/produção real autorizadas. DOC/PROD."
"LK34","Time e bastidores","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Texto institucional não equivale a pessoas/processos reais com consentimento de imagem. HOME/DOC."
"LK35","Qualidade/ambiente comprovados","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Linguagem cautelosa existe; lastro documental e revisão de todas as alegações não demonstrados. HOME/PROD."
"LK36","Catálogo editorial nativo","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Finder corrigido no recorte onboarding, mas ideaLandings e catalogLibrary ainda impõem perfil=kits. Falta conjunto de relevância comercial julgado e revisão de coerência (A06).","Biblioteca online existe; curadoria efetiva e conteúdo de campanha ainda precisam evolução. LIB/CUR/F09."
"LK37","Compartilhar seleção inteira","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Limite 50, variantes longas e gestão local de links corrigidos/testados; troca para revogado passou na simulação. Variantes ausentes ainda perdem identidade/quantidade (A03); acesso direto afetado por A01 e estado remoto não certificado.","Persistência opaca ativa, mas oito itens e falhas de revogação/continuidade/indexação. SHARE/F01–F05/F12."
"LK38","Exportar para aprovação","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Impressão disponível; PDF final longo e contratos de composição não totalmente validados. CART/QUOTE."
"LK39","Guias úteis","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Landings editoriais existem; autoria/revisão e profundidade prática precisam comprovação. CUR/DOC."
"LK40","Projeto especial","E","E","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Depende de confirmação comercial de serviço; formulário genérico não equivale a jornada específica aprovada. DOC/QUOTE."
"LK41","Selecionar versus enviar","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Estados e textos distinguem salvar de solicitar; sucesso principal depende de persistência. CART/QUOTE."
"LK42","Formulário enxuto","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Validação/rascunho têm testes; faltam ensaios completos de resposta perdida após persistência e recuperação do formulário na hospedagem real.","Rascunho/labels/servidor presentes; gaps de verba e datas permanecem. QUOTE/F08."
"LK43","Logo/referências privadas","N","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Upload privado de logo/referência do cliente não encontrado. Bucket de PDF comercial é outro fluxo (A08).","Upload do cliente ausente; não confundir com propostas do atendimento. QUOTE/DATA."
"LK44","WhatsApp iniciado pelo visitante","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Links contextuais existem; número oficial e todas as mensagens precisam validação operacional. NAV/QUOTE."
"LK45","E-mail auditável","E","N","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Cópia automática por e-mail não implementada operacionalmente: tabela de auditoria não substitui fila, worker, provedor, retries e entrega. Há dependências externas além do código faltante (A07).","Provedor/configuração e implementação completa de entrega ainda pendentes. F13."
"LK46","Acessibilidade contínua","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Automação/axe e teclado em templates locais são evidência parcial. Falta auditoria integral manual com leitor de tela, zoom e dispositivos físicos (A09).","Automação existe; novos fluxos e testes assistivos manuais pendentes. QA."
"LK47","Desempenho real","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","CI de 561a548 aprovou build e orçamento de assets. Não há aceite atual de CWV de campo por dispositivo; status 200 não garante carregamento da aplicação (A01/A09).","Gate de assets passa; comparação de laboratório/CWV de campo não concluída. METRIC."
"LK48","SEO sem checkout","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Titles/canonical e noindex privado evoluíram. Produção entrega HTML de login da Vercel em rotas públicas/privadas, sem root React; 404 editorial correto não encerra SEO/experiência (A01).","Produto sem ofertas fictícias; rotas SPA ainda têm problemas de metadata/status. SEO/F05."
"LK49","Medir funil seguro","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","Redação de caminhos sensíveis/allowlist tem testes; destino real dos eventos, deduplicação, consentimento e métricas operacionais não integralmente comprovados (A09).","Eventos tipados existem; sanitização/chegada/deduplicação não encerradas. METRIC/F04."
"LK50","Publicar com reversão","P","P","REAVALIADO_CODIGO_TESTES_OU_ESTADO_REMOTO","HEAD local=main remoto=561a5488 em 12/09. Quatro checks GitHub aprovados e Supabase Preview falhou. Alias público tem regressão A01; publicação não pode receber aceite global.","Site publicado, mas integração Supabase Preview falha e faltam aceites operacionais. QA/DATA."
"GR01","Delimitar raiz/site","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Wrapper e configuração fixam escopo do site. GRAPH."
"GR02","Linha de base","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Metadados, versão e commit registrados; mapa atual conferido. GRAPH."
"GR03","Dez perguntas de valor","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Perguntas documentadas; benchmark reproduzível com respostas julgadas não entregue. GRAPH/DOC."
"GR04","Responsabilidades","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Papéis descritos; responsável nominal e transferência operacional não comprovados. DOC."
"GR05","Decisão arquitetural","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Geração local/artefatos CI, sem dependência do runtime público. GRAPH."
"GR06","Versão/ambiente fixos","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Graphify 0.9.48 fixado; doctor/CI verificam ambiente. GRAPH."
"GR07","Configuração versionada","I","I","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Arquivo próprio com escopo, limites e validação. GRAPH."
"GR08","Corpus inicial","P","P","ESCOPO_HERDADO_NAO_RETESTADO_INTEGRALMENTE","Escopo técnico mantido da matriz anterior. Não houve novo teste individual de todos os critérios desta etapa; evidência histórica abaixo não certifica produção atual. A01 afeta acesso direto às rotas que usam loadAppShell; consulte relatório.","Código coberto; documentação/migrations ainda não integradas por passes completos. GRAPH."
