id,entrega,estado_anterior,estado_revisado,fontes,conclusao_e_aceite_restante,metodo,commit
UX59,Sincronização após login,N,N,src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts; src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts,Histórico de pedidos não sincroniza rascunhos; biblioteca remota de seleções por conta ausente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX60,Conflitos/ciclo de campanhas,N,N,src/context/QuoteCartContext.tsx; src/components/QuoteDrawer.tsx; src/lib/quoteItems.ts; src/lib/catalogComparison.ts; src/context/QuoteCartContext.test.ts,StorageEvent substitui estado sem resolver concorrência; faltam arquivamento restauração e versões de campanhas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX61,Resumo editável da campanha,I,I,src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Resumo editável de nome ocasião intenção e briefing presente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX62,Verba sem preço fictício,I,I,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Verba opcional exige escopo quando definida; sem preço comercial calculado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX63,Evento versus recebimento,P,P,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Recebimento e evento separados; UI deixa data de evento passada sair ao servidor B05 e fuso usa regras distintas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX64,Formulário com menos esforço,P,P,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Labels validações e rascunho existem; B01 B02 B05 e reteste integral do formulário impedem aceite.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX65,Anexos protegidos,N,N,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Estado da identidade visual é apenas select; upload privado de logo/referência não implementado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX66,Envio único do orçamento,I,I,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Identidade da tentativa e transação idempotente no fluxo principal testadas; entrega de mensagens é requisito separado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX67,Confirmação e próximo passo,P,P,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Protocolo e confirmação existem; limpeza falha B01 e não há comprovação de recebimento pelo responsável comercial.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX68,Cópia por e-mail,N,N,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Sem outbox alimentada worker provedor retries e prova de entrega de cópia do orçamento por e-mail.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX69,WhatsApp opcional automático,N,N,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,WhatsApp iniciado pelo visitante existe; cópia automática e respectiva cadeia de entrega ausentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX70,Passagem ao atendimento,P,P,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts,Pedido armazenado; encaminhamento responsável SLA e ciclo comercial ainda não demonstrados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX71,Método principal de acesso,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx,Login opcional com escolhas de método; visitante consegue solicitar sem conta.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX72,Campos de autenticação,I,I,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Campos validação mostrar senha e mensagens implementados/testados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX73,Recuperação e expiração,P,P,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx,Callback e recuperação implementados; e-mail real expiração reenvio e redefinição não reexecutados nesta revisão.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX74,Histórico por campanha,I,I,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Lista por titular com busca filtros paginação e nome de ação implementada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX75,Timeline acionável,P,P,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Eventos persistidos apresentados; falta responsabilidade/encaminhamento operacional e recuperação do detalhe B04.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX76,Versões de proposta,P,P,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts,Versões e link privado existem; proposta vencida continua com destaque Versão atual sem estado Expirada B06.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX77,Pedidos de ajuste,P,P,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Ajuste idempotente corrigido; entrega comercial não comprovada e erro na releitura pode ser ocultado B04.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX78,Repetir campanha sem perda,P,P,src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json,Repetição confirma troca e copia snapshot; não revalida variantes/mínimos na interface antes de repor B03.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX79,Isolamento e compartilhamento,P,P,src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Tabelas privadas protegidas e testes cruzados locais; B01 e ciclo de estado em memória/logoff não encerrados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX80,Dados e preferências,P,P,src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Retenção aplicada; rascunho reaparece após sucesso e autosserviço de preferências/exclusão não completo.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX81,Online/PDF/revista distintos,I,I,src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts,Tipos online PDF digital distintos; dez publicações atuais são explicitamente online.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX82,Capas com produtos reais,I,I,src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts,Capas consultam produtos reais com carregamento e fallback.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX83,Coleções por campanha,P,P,src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/components/CampaignFinder.tsx,Dez coleções online; onboarding corrigido; responsável e revisão editorial ainda não demonstrados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX84,Governar publicações/downloads,N,N,src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts,Sem biblioteca operacional PDF/revista com publicação revisão expiração e controle de arquivo.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX85,Oportunidades futuras,I,I,src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts,Próximas oportunidades priorizadas sem esconder passadas; virada de ano coberta.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX86,Proximidade e viabilidade,P,P,src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Janelas são orientativas; viabilidade comercial não comprovada por esses cálculos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX87,Agenda móvel,I,I,src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Lista calendário filtros e detalhes móveis presentes/testados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX88,Favoritos no planejamento,P,P,src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts,Favoritos locais por ocasião e desfazer presentes; sincronização por conta ainda ausente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX89,Exportação de calendário,P,P,src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts,ICS com datas móveis escape e UID testado; importação/reimportação em calendários reais pendente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX90,Ocasião→coleção→briefing,I,I,src/lib/commemorativeDates.ts; src/pages/CommemorativeDatesPage.tsx; src/lib/commemorativeDates.test.ts; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json,Contexto de ocasião segue até o briefing e pode ser revisado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX91,Compradores reais,E,E,docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json,Sem pesquisa documentada com participantes reais.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX92,Funil com minimização,P,P,src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx,Parâmetros e UUID privado redigidos; recebimento deduplicação e suporte do plano para eventos não certificados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX93,Orçamento de desempenho,P,P,src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Budget de assets aprovado; sem evidência de CWV p75 em campo ou baseline comparável.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX94,Acessibilidade manual,P,P,e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Axe nos templates e testes de teclado passam; leitor de tela zoom e reflow completos não avaliados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX95,Dispositivos/navegadores reais,P,P,e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Chromium aprovado; WebKit falhou uma vez e passou em três repetições; faltam dispositivos físicos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX96,Movimento intencional,I,I,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Fold/Glitch pontuais com movimento reduzido coberto; conteúdo textual preservado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX97,SEO técnico,P,P,api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json,Metadados e 404 atuais corretos na amostra; coleções/datas específicas e rastreamento de indexação pendentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX98,Dados seguros/reversíveis,P,P,site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,14 migrations iguais ao remoto e privilégios conferidos; execução do cron/recuperação de backup ainda sem ensaio atual.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX99,Matriz ponta a ponta/resiliência,P,P,e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Suítes amplas aprovadas salvo B07; novos cenários revelam falhas e não há gate de envio real pós-deploy.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
UX100,Publicar e reavaliar,P,P,e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json; api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json,Código sincronizado e rotas saudáveis; check Preview histórico vermelho e aceites operacionais ainda abertos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK01,Linha de base real,I,I,docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json,Linha de base atualizada com commit HTTP browser e pg_catalog separados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK02,Tarefas com compradores,E,E,docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json,Sessões com compradores não localizadas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK03,Acervo autorizado,E,E,README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Inventário de material autorizado e direitos de uso não encontrado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK04,Contratos visuais/marca,I,I,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json,Tokens frases e badge único presentes; validação humana do redesign é separada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK05,Protótipo antes do desenvolvimento,P,P,docs/PLANO_UX_100_ETAPAS_20260909.md; docs/RELATORIO_EXPERIENCIA_MARKETING_GEN_Z_20260909.md; docs/audits/plan-review-20260912/http-production.json; src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts,Interface construída; protótipos e aceite prévios com público não comprovados.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK06,Hero fotográfico próprio,P,P,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx,Hero ilustrativo próprio existe; acervo real de execução autorizada ainda pendente.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK07,Hero móvel,I,I,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Hero com texto HTML e recortes responsivos; motion reduzido testado.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK08,Manifesto protegido,I,I,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Quatro frases reunidas e cobertas em desktop/mobile.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK09,Reduzir repetição da home,P,P,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts,Hierarquia evoluiu; redução de repetição ainda sem observação com compradores.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK10,Categorias fotográficas,N,N,src/pages/HomePage.tsx; src/styles.css; e2e/smoke.spec.ts,Categorias principais continuam iconográficas; entradas fotográficas não entregues.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK11,Cabeçalho por tarefas,I,I,src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts,Cabeçalho por tarefas disponível.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK12,Menu visual de categorias,P,P,src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts; src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts,Menu e agrupamentos acessíveis; dimensão fotográfica e teste de localização pendentes.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK13,Navegação móvel,I,I,src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json,Busca seleção e filtros móveis cobertos.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK14,Coleções por campanha,P,P,src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx,Coleções existem; onboarding corrigido; pertinência/distinção comercial não certificada.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK15,Editorial com revisão/validade,P,P,src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts; src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/components/CampaignFinder.tsx,Coleções em código; não há ciclo editorial com responsável data de revisão e expiração.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK16,Imagens e fallback,I,I,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/lib/catalogLibrary.ts; src/pages/CatalogsPage.tsx; src/lib/catalogLibrary.test.ts,Dimensões carregamento e fallback implementados; amostra tinha fotos principais ausentes com alternativas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK17,Curadoria real,P,P,src/lib/campaignPresets.ts; src/lib/ideaLandings.ts; src/lib/catalogLibrary.ts; src/components/CampaignFinder.tsx; src/lib/catalog.ts; src/lib/search.ts; src/pages/CatalogPage.tsx; src/components/CatalogFilterPanel.tsx; src/lib/catalog.test.ts; src/lib/search.test.ts,Produtos públicos reais; curadoria por propósito/diversidade ainda sem julgamento comercial.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK18,Um badge por card,I,I,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml,Um badge por card testado em todas as combinações previstas.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
LK19,Informações no card,I,I,src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json,Mínimo cores e resumo visíveis; inconsistência de envio do mínimo fica em LK23.,Inspeção de fontes e evidências por módulo; não significa teste individual completo do aceite.,b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7
