"id","entrega","status_base_7104660","status_revisao","verificacao_nesta_rodada","observacao_atual","evidencia_historica"
"UX91","Compradores reais","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Não há relatório de sessões reais; persona simulada e auditoria técnica não substituem participantes. DOC."
"UX92","Funil com minimização","P","P","REAVALIADO","Sanitização atual troca UUID de orçamento por :id; testes passaram. Recebimento no provedor, deduplicação e mensuração operacional permanecem sem comprovação.","Allowlist presente; pathname sensível não redigido, chegada/deduplicação de métricas não comprovadas. METRIC/F04."
"UX93","Orçamento de desempenho","P","P","REAVALIADO","Assets aprovados: CSS 156,3 KiB; JS 814,8 KiB; entrada 354,5 KiB na build E2E. Sem medições CWV de campo; cache de novo script precisa revisão.","Gate de assets passa; faltam CWV de campo por dispositivo e comparação de jornada real. METRIC/QA."
"UX94","Acessibilidade manual","P","P","REAVALIADO","Axe passou nos templates Chromium; diálogo compartilhado tem teste de teclado. Sem auditoria integral com leitores de tela, zoom e dispositivos físicos.","Automação e padrões presentes; leitores de tela/reflow completo/interações novas ainda não certificados. QA/F01–F03."
"UX95","Dispositivos/navegadores reais","P","P","REAVALIADO","Chromium:64 aprovados/4 exclusões; Firefox+WebKit:58 aprovados/10 exclusões. Emulação não comprova Safari/iOS e Android físicos.","Projetos Chromium/Firefox/WebKit existem; emulação não substitui Safari/iOS e Android físicos. QA."
"UX96","Movimento intencional","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Fold/Glitch pontuais e redução de movimento implementados. HOME/QA."
"UX97","SEO técnico","P","P","REAVALIADO","Noindex parcial e metadados iniciais genéricos confirmados no alias público; subrota editorial inexistente retorna 200. R05.","Produto/sitemap evoluídos; HTML inicial e HTTP de outras rotas incompletos. SEO/F05."
"UX98","Dados seguros/reversíveis","P","P","REAVALIADO","101 pgTAP passam no banco local; RLS verificado via pg_catalog. Duas migrations finais sem aplicação remota comprovada; Preview falha e dry-run 403. R06.","Guardas e testes bons; retenção nova, prova de recuperação e integração remota ainda incompletas. DATA/F06."
"UX99","Matriz ponta a ponta/resiliência","P","P","REAVALIADO","Flag persistente explícita no build E2E; 122 execuções browser aprovadas, 14 exclusões. R01–R04 reproduzidos fora da suíte; ausência de teste não significa correção.","E2E não força flag persistente no comando de build; novos cenários revelaram falhas não cobertas. QA/F01–F12."
"UX100","Publicar e reavaliar","P","P","REAVALIADO","HEAD e main=90761ab; 23 arquivos já alterados antes desta revisão ainda fora do commit. CI principal verde; Supabase Preview falha. Não houve publicação nesta auditoria.","Deploy Ready/CI principal verde; Supabase Preview falha e não há ciclo completo de métricas/aceite. QA/DOC."
"LK01","Linha de base real","I","I","REAVALIADO","HEAD/main, diferenças locais, testes e smoke HTTP reconferidos. Relatório atual separa evidência histórica de nova.","Inventário e confronto atual registrados; evidências remotas separadas. DOC/QA."
"LK02","Tarefas com compradores","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Falta recrutamento e sessões documentadas. UX20/91."
"LK03","Acervo autorizado","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Registro de direitos/fontes/responsáveis para prova social não encontrado. DOC."
"LK04","Contratos visuais/marca","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Tokens, frases e badge único protegidos em implementação/testes. HOME/PROD."
"LK05","Protótipo antes do desenvolvimento","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Interface implementada não comprova prototipação e aceite prévios com público. DOC/NAV."
"LK06","Hero fotográfico próprio","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Asset editorial e CTAs presentes; não confundir imagem ilustrativa com prova de operação real. HOME/DOC."
"LK07","Hero móvel","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Texto HTML, composição responsiva e dimensões implementados. HOME/QA."
"LK08","Manifesto protegido","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Quatro frases presentes com cobertura textual. HOME/QA."
"LK09","Reduzir repetição da home","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Melhorias estruturais existem; auditoria de compreensão/seções redundantes não encerrada. HOME."
"LK10","Categorias fotográficas","N","N","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Cards principais continuam dominados por ícones. HOME."
"LK11","Cabeçalho por tarefas","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Navegação por destino/tarefa implementada. NAV."
"LK12","Menu visual de categorias","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Agrupamentos/menu acessível existem; proposta fotográfica e sua validação não completas. NAV/CAT."
"LK13","Navegação móvel","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Busca, filtros e seleção acessíveis no fluxo móvel automatizado. NAV/QA."
"LK14","Coleções por campanha","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Atalhos/editoriais existem; intenção nem sempre produz seleção distinta. CUR/F09."
"LK15","Editorial com revisão/validade","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Conteúdo cadastrado em código; rotina com responsável e expiração editorial não encontrada. LIB/CUR."
"LK16","Imagens e fallback","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Dimensões, carregamento e fallback implementados em catálogo/produto. PROD/LIB."
"LK17","Curadoria real","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Usa produtos reais e flags; critérios de escolha/revisão/diversidade não comprovados. CUR/F09."
"LK18","Um badge por card","I","I","REAVALIADO","Badge único testado em Chromium, Firefox e WebKit; regra preservada.","Novidade/kit/personalização têm precedência única testada. PROD."
"LK19","Informações no card","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Mínimo, cores, resumo e ausência de mínimo conhecidos têm apresentação própria. PROD."
"LK20","Busca aprofundada","P","P","REAVALIADO","Busca/sinônimos/finder implementados e testados; relevância de campanhas e amostra julgada ausentes. R09.","Sinônimos e testes existem; falta matriz de relevância real revisada pelo comercial. CAT/F09."
"LK21","Galeria","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Miniaturas, variante, zoom e fallback implementados. PROD/QA."
"LK22","Técnica/personalização","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Ficha e FAQ existem; exemplos/técnicas confirmados por família não completos. PROD/UX47."
"LK23","Mínimo/múltiplo/estimativa","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Mínimo tratado; edição natural e múltiplos comprovados precisam contrato/validação adicionais. PROD/F10."
"LK24","Comparar três produtos","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Comparação enxuta e persistente em sessão implementada. PROD/QA."
"LK25","Relacionados/compartilhar produto","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Funções existem; diversidade por intenção e cancelamento/nativo em toda a matriz não comprovados. PROD/QA."
"LK26","SKU kit versus composição","P","P","REAVALIADO","Kit SKU identificado; composição de kit montado não modelada.","Kit SKU identificado; modelo completo de conjunto montado ainda não existe. PROD/CART."
"LK27","Modelos de composição","N","N","REAVALIADO","Não localizados templates de componentes substituíveis; coleções editoriais não equivalem a configurador.","Coleções de kits não são templates substituíveis de componentes reais. CUR/PROD."
"LK28","Escolher/substituir componentes","N","N","REAVALIADO","Escolha/substituição de componentes de kit não implementadas.","Configurador de composição não encontrado. PROD/CART."
"LK29","Aritmética dos conjuntos","N","N","REAVALIADO","Sem modelo/teste de número de kits × unidades por componente.","Não há modelo kits × unidades de componentes com validação dedicada. QUOTE."
"LK30","Composição no briefing","P","P","REAVALIADO","Seleção e briefing conservam variantes e prioridades, mas não composição de kits versionada.","Variantes/grupos decisórios persistem, mas não representam composição versionada de kits. CART/QUOTE/F12."
"LK31","Prova social autorizada","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Falta acervo com comprovação/permissão de uso. DOC."
"LK32","Três cases reais","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Não encontrei três estudos verificáveis publicados. HOME/DOC."
"LK33","Personalização em detalhe","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Depende de fotos correspondentes base/simulação/produção real autorizadas. DOC/PROD."
"LK34","Time e bastidores","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Texto institucional não equivale a pessoas/processos reais com consentimento de imagem. HOME/DOC."
"LK35","Qualidade/ambiente comprovados","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Linguagem cautelosa existe; lastro documental e revisão de todas as alegações não demonstrados. HOME/PROD."
"LK36","Catálogo editorial nativo","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Biblioteca online existe; curadoria efetiva e conteúdo de campanha ainda precisam evolução. LIB/CUR/F09."
"LK37","Compartilhar seleção inteira","P","P","REAVALIADO","Link persistente existe; destinatário recebe apenas oito produtos de seleção com cinquenta, além de R02–R04. Não está concluído.","Persistência opaca ativa, mas oito itens e falhas de revogação/continuidade/indexação. SHARE/F01–F05/F12."
"LK38","Exportar para aprovação","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Impressão disponível; PDF final longo e contratos de composição não totalmente validados. CART/QUOTE."
"LK39","Guias úteis","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Landings editoriais existem; autoria/revisão e profundidade prática precisam comprovação. CUR/DOC."
"LK40","Projeto especial","E","E","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Depende de confirmação comercial de serviço; formulário genérico não equivale a jornada específica aprovada. DOC/QUOTE."
"LK41","Selecionar versus enviar","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Estados e textos distinguem salvar de solicitar; sucesso principal depende de persistência. CART/QUOTE."
"LK42","Formulário enxuto","P","P","REAVALIADO","Verba e ordem de datas melhoraram; falta regressão de envio e recuperação ponta a ponta.","Rascunho/labels/servidor presentes; gaps de verba e datas permanecem. QUOTE/F08."
"LK43","Logo/referências privadas","N","N","REAVALIADO","Anexo do cliente ausente; PDF de proposta é outro fluxo.","Upload do cliente ausente; não confundir com propostas do atendimento. QUOTE/DATA."
"LK44","WhatsApp iniciado pelo visitante","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Links contextuais existem; número oficial e todas as mensagens precisam validação operacional. NAV/QUOTE."
"LK45","E-mail auditável","E","E","REAVALIADO","Cópia automática não habilitada e entrega não comprovada; fila/worker e configuração operacional ainda necessários. R07.","Provedor/configuração e implementação completa de entrega ainda pendentes. F13."
"LK46","Acessibilidade contínua","P","P","REAVALIADO","Testes automatizados e teclado passaram no recorte; validação assistiva/manual integral ainda pendente.","Automação existe; novos fluxos e testes assistivos manuais pendentes. QA."
"LK47","Desempenho real","P","P","REAVALIADO","Gate de assets passa; sem evidência de CWV em campo e comparação laboratorial da jornada.","Gate de assets passa; comparação de laboratório/CWV de campo não concluída. METRIC."
"LK48","SEO sem checkout","P","P","REAVALIADO","Metadados iniciais genéricos, noindex faltante no exato /minha-conta publicado e soft404 editorial. R05.","Produto sem ofertas fictícias; rotas SPA ainda têm problemas de metadata/status. SEO/F05."
"LK49","Medir funil seguro","P","P","REAVALIADO","UUID privado agora sanitizado; recebimento/deduplicação das métricas não comprovados.","Eventos tipados existem; sanitização/chegada/deduplicação não encerradas. METRIC/F04."
"LK50","Publicar com reversão","P","P","REAVALIADO","Publicação anterior confirmada por status Vercel, mas há lote local não publicado e Supabase Preview falhando.","Site publicado, mas integração Supabase Preview falha e faltam aceites operacionais. QA/DATA."
"GR01","Delimitar raiz/site","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Wrapper e configuração fixam escopo do site. GRAPH."
"GR02","Linha de base","I","I","REAVALIADO","Grafo regenerado localmente:1.022 nós/2.246 relações/139 arquivos; commit base 90761ab com alterações locais. Não comprova runtime.","Metadados, versão e commit registrados; mapa atual conferido. GRAPH."
"GR03","Dez perguntas de valor","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Perguntas documentadas; benchmark reproduzível com respostas julgadas não entregue. GRAPH/DOC."
"GR04","Responsabilidades","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Papéis descritos; responsável nominal e transferência operacional não comprovados. DOC."
"GR05","Decisão arquitetural","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Geração local/artefatos CI, sem dependência do runtime público. GRAPH."
"GR06","Versão/ambiente fixos","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Graphify 0.9.48 fixado; doctor/CI verificam ambiente. GRAPH."
"GR07","Configuração versionada","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Arquivo próprio com escopo, limites e validação. GRAPH."
"GR08","Corpus inicial","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Código coberto; documentação/migrations ainda não integradas por passes completos. GRAPH."
"GR09","Exclusões e caminhos","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Exclusões e guardas de fronteira implementadas/testadas. GRAPH."
"GR10","Armazenamento/retenção","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Artefatos fora do Git e retenção CI de 14 dias. GRAPH."
"GR11","Doctor","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Diagnóstico disponível e executável. GRAPH."
"GR12","Geração estrutural sem IA","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Extração estrutural não depende de chaves de IA/Supabase. GRAPH."
"GR13","Reconstruir mapa","I","I","REAVALIADO","Wrapper reconstruiu candidato estrutural e promoveu grafo validado. Sem rede/Supabase/IA na extração.","Novo candidato validado/promovido; mapa atual consultado. GRAPH."
"GR14","Direção das relações","A","A","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Grafo atual é não direcional; limitações documentadas, mas requisito direcional não atendido. GRAPH."
"GR15","Identidades/caminhos","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Normalização existe; precisão em todos os homônimos/escopos/aliases não avaliada por amostra. GRAPH."
"GR16","Evidência por relação","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Fontes estruturais disponíveis; classificação/localização completa por relação ainda não comprovada. GRAPH."
"GR17","Integridade do grafo","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Validação de IDs/endpoints e estrutura presente com testes. GRAPH."
"GR18","Comunidades","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Agrupamento automático existe; nomes genéricos e ausência de avaliação de coesão/utilidade. GRAPH."
"GR19","Saídas JSON/relatório/HTML","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Saídas e metadados presentes. GRAPH."
"GR20","Promoção atômica","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Candidato/validação/lock existem; matriz completa de interrupção/disco cheio não testada. GRAPH/GR46."
"GR21","Query/path/explain","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Query disponível; wrappers estáveis path/explain não implementados. GRAPH."
"GR22","Vocabulário português","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Expansão de termos para símbolos do projeto implementada. GRAPH."
"GR23","Limites de contexto","I","I","REAVALIADO","Consulta mostrou truncamento de 283 nós para 44 e limite de contexto; complementada por fontes diretas.","Limites/truncamento implementados e observados em consulta. GRAPH."
"GR24","Impacto direcional","A","A","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Comando atual mostra vizinhança não direcional; não equivale a dependentes diretos/transitivos. GRAPH."
"GR25","Impacto→testes","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Referências ajudam navegação; sugestão validada de testes por dependência não está completa. GRAPH."
"GR26","Atualização incremental","A","A","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","`update` reconstrói o grafo; hashes detectam defasagem, não extração incremental. GRAPH."
"GR27","Renomes/exclusões/branches","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Rebuild/status ajudam; matriz de renomes e redução legítima não completamente ensaiada. GRAPH."
"GR28","Atualidade/check","I","I","REAVALIADO","Status detectou mudanças locais antes de atualizar; guardas e hashes presentes.","Status/check com metadados/hashes disponíveis. GRAPH."
"GR29","Instruções aos agentes","I","I","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","AGENTS local orienta consulta e validação na fonte. GRAPH."
"GR30","Hooks Git","A","A","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Integração automática via hook foi deliberadamente adiada; status manual não cumpre o item literal. GRAPH/DOC."
"GR31","Documentos selecionados","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Escopo documentado; enriquecimento desses documentos não executado como entrega. GRAPH."
"GR32","Pass semântico separado","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Estrutural está isolado; pass semântico com orçamento/evidências não implementado/executado. GRAPH."
"GR33","Contratos até RPC/SQL","P","P","BASE_MANTIDA_SEM_RETESTE_INTEGRAL_DO_ACEITE","Classificação herdada da revisão 7104660; suites de módulo reexecutadas quando existentes. Não houve novo ensaio individual de todos os critérios. A evidência histórica não comprova estado remoto atual.","Código TS extraído; relações completas até migrations/RPCs não demonstradas no grafo. GRAPH/DATA."
